# T 10000 a 10000 dKdE 0.33
 0.1 434    10000  216
 0.2  61    10000   21
 0.3  12.2  10000   72
 0.5   5.8  10000   72
 1.0   2.8  10000   72
 3.0   6.5  10000   72
10.0  17.7  10000   72
