# T 10000 a 10000 dKdE 0.33
 0.2  58.4  10000   21
 0.3  11.3  10000   25
 0.5   6.7  10000   46
 1.0   2.8  10000   46
 3.0   6.5  10000   46
10.0  20.8  10000   46
