# T 10000 a 10000 dKdE 0.33
 0.1 422    10000  216
 0.2  50    10000  148
 0.3  14.3  10000  102
 0.5   5.2  10000  102
 1.0   3.2  10000  102
 3.0   6.1  10000  102
10.0  16.8  10000  102
